城市,区县,乡镇,行政村,long,lat
上海市,浦东新区,泥城镇,马厂村,121.808689,30.939368
上海市,浦东新区,泥城镇,中泐村,121.794642,30.922018
上海市,浦东新区,泥城镇,杭园村,121.80013,30.912941
上海市,浦东新区,书院镇,路南村,121.859091,30.962918
上海市,浦东新区,书院镇,新北村,121.866274,30.945495
上海市,浦东新区,泥城镇,新泐村,121.804505,30.901051
上海市,浦东新区,书院镇,李雪村,121.863653,30.939144
上海市,浦东新区,书院镇,外灶村,121.876087,30.956059
上海市,浦东新区,书院镇,桃园村,121.87327,30.98872
上海市,浦东新区,书院镇,余姚村,121.847726,30.986275
上海市,浦东新区,书院镇,棉场村,121.857753,30.983792
上海市,浦东新区,万祥镇,万隆村,121.813402,30.966824
上海市,浦东新区,万祥镇,万兴村,121.822521,30.958879
上海市,浦东新区,万祥镇,新建村,121.844815,30.965617
上海市,浦东新区,万祥镇,万宏村,121.819247,30.976757
上海市,浦东新区,万祥镇,新路村,121.839407,30.979778
上海市,浦东新区,万祥镇,新振村,121.838837,30.949054
上海市,浦东新区,万祥镇,金路村,121.816175,30.985624
上海市,浦东新区,老港镇,建港村,121.848,31.036518
上海市,浦东新区,老港镇,成日村,121.831647,31.068763
上海市,浦东新区,老港镇,牛肚村,121.835494,31.058899
上海市,浦东新区,老港镇,中港村,121.850268,31.047318
上海市,浦东新区,老港镇,东河村,121.860352,31.022495
上海市,浦东新区,老港镇,大河村,121.853449,31.022799
上海市,金山区,朱泾镇,民主村,121.176489,30.888878
上海市,浦东新区,老港镇,欣河村,121.833767,31.027842
上海市,金山区,朱泾镇,万联村,121.149095,30.902969
上海市,金山区,朱泾镇,新泾村,121.152204,30.887573
上海市,金山区,朱泾镇,大茫村,121.159539,30.866623
上海市,金山区,朱泾镇,慧农村,121.224673,30.886903
上海市,金山区,枫泾镇,新春村,120.999635,30.902754
上海市,金山区,朱泾镇,五龙村,121.21359,30.860878
上海市,金山区,枫泾镇,新义村,121.035567,30.858396
上海市,金山区,枫泾镇,俞汇村,121.012102,30.910702
上海市,金山区,枫泾镇,中洪村,121.011943,30.930125
上海市,金山区,枫泾镇,长征村,121.076764,30.906478
上海市,金山区,枫泾镇,农兴村,121.030898,30.900151
上海市,金山区,枫泾镇,盛新村,121.062708,30.883521
上海市,金山区,枫泾镇,菖梧村,121.018291,30.855916
上海市,金山区,枫泾镇,新黎村,121.08141,30.868947
上海市,金山区,枫泾镇,卫星村,121.094213,30.894977
上海市,金山区,枫泾镇,新华村,121.032632,30.879519
上海市,金山区,枫泾镇,韩坞村,121.111754,30.919833
上海市,金山区,枫泾镇,兴塔村,121.066498,30.872922
上海市,金山区,枫泾镇,五一村,121.094617,30.886899
上海市,金山区,张堰镇,旧港村,121.328018,30.789229
上海市,金山区,张堰镇,桑园村,121.316888,30.799486
上海市,金山区,张堰镇,秦山村,121.288752,30.80232
上海市,金山区,张堰镇,六里村,121.305731,30.787159
上海市,金山区,张堰镇,建农村,121.299618,30.7834
上海市,金山区,亭林镇,龙泉村,121.357781,30.897147
上海市,金山区,张堰镇,秦阳村,121.279863,30.789305
上海市,金山区,亭林镇,东新村,121.329478,30.885328
上海市,金山区,亭林镇,亭东村,121.345376,30.890349
上海市,金山区,亭林镇,亭西村,121.304622,30.884982
上海市,金山区,亭林镇,油车村,121.298858,30.85819
上海市,金山区,亭林镇,新巷村,121.311576,30.855964
上海市,金山区,亭林镇,红阳村,121.331223,30.903633
上海市,金山区,亭林镇,南星村,121.246847,30.895798
上海市,金山区,吕巷镇,太平村,121.206668,30.851618
上海市,金山区,吕巷镇,荡田村,121.197558,30.834943
上海市,金山区,吕巷镇,姚家村,121.177794,30.859208
上海市,金山区,吕巷镇,蔷薇村,121.161342,30.841567
上海市,金山区,吕巷镇,夹漏村,121.138213,30.848437
上海市,金山区,吕巷镇,马新村,121.172308,30.840524
上海市,金山区,山阳镇,杨家村,121.339362,30.747137
上海市,金山区,山阳镇,向阳村,121.369207,30.769684
上海市,金山区,山阳镇,东方村,121.36159,30.752712
上海市,金山区,山阳镇,长兴村,121.348252,30.791041
上海市,金山区,山阳镇,华新村,121.369572,30.79205
上海市,金山区,金山卫镇,八一村,121.309548,30.73226
上海市,金山区,山阳镇,中兴村,121.345386,30.780289
上海市,金山区,金山卫镇,永久村,121.291287,30.716375
上海市,金山区,金山卫镇,永联村,121.278519,30.741077
上海市,金山区,金山卫镇,八二村,121.312853,30.726668
上海市,金山区,金山卫镇,卫通村,121.320732,30.771866
上海市,金山区,金山卫镇,塔港村,121.243792,30.786646
上海市,金山区,金山卫镇,卫城村,121.325017,30.730526
上海市,金山区,金山卫镇,农建村,121.320676,30.758652
上海市,金山区,金山卫镇,横召村,121.259569,30.769589
上海市,金山区,金山卫镇,金卫村,121.329721,30.73491
上海市,金山区,漕泾镇,东海村,121.416385,30.798546
上海市,金山区,金山卫镇,八字村,121.283308,30.770783
上海市,金山区,漕泾镇,金光村,121.396752,30.803094
上海市,金山区,漕泾镇,护塘村,121.387312,30.799442
上海市,金山区,漕泾镇,营房村,121.421098,30.802511
上海市,金山区,漕泾镇,增丰村,121.407732,30.773819
上海市,金山区,漕泾镇,蒋庄村,121.36543,30.813806
上海市,金山区,工业区,欢兴村,121.385507,30.856341
上海市,金山区,工业区,红光村,121.366987,30.853743
上海市,金山区,漕泾镇,海渔村,121.426395,30.789942
上海市,金山区,工业区,新街村,121.344244,30.801801
上海市,金山区,工业区,立新村,121.360198,30.86888
上海市,金山区,工业区,高楼村,121.332517,30.87857
上海市,金山区,工业区,胥浦村,121.307607,30.83427
上海市,金山区,廊下镇,山塘村,121.170702,30.781921
上海市,金山区,廊下镇,景阳村,121.193443,30.791073
上海市,金山区,廊下镇,万春村,121.229243,30.794109
上海市,金山区,廊下镇,勇敢村,121.202175,30.803886
上海市,金山区,廊下镇,南陆村,121.182746,30.814438
上海市,金山区,廊下镇,友好村,121.15994,30.814969
上海市,金山区,廊下镇,中丰村,121.137098,30.792363
上海市,金山区,廊下镇,中华村,121.152276,30.795473
上海市,金山区,廊下镇,中民村,121.148241,30.807444
上海市,金山区,廊下镇,中联村,121.146398,30.8202
上海市,金山区,廊下镇,光明村,121.234547,30.811132
上海市,金山区,廊下镇,南塘村,121.186214,30.828133
上海市,松江区,九亭镇,庄家村,121.326858,31.137603
上海市,松江区,九亭镇,金吴村,121.314193,31.115471
上海市,松江区,新桥镇,春申居委会,121.369931,31.0873
上海市,松江区,新桥镇,潘家浜居委会,121.339717,31.077427
上海市,松江区,九亭镇,朱龙村,121.323455,31.124664
上海市,松江区,新桥镇,新东苑居委会,121.333833,31.075292
上海市,松江区,新桥镇,马汤居委会,121.321693,31.065788
上海市,松江区,泖港镇,焦家村,121.241739,30.94043
上海市,松江区,泖港镇,新建村,121.24133,30.950214
上海市,松江区,泖港镇,胡光村,121.178929,30.936592
上海市,松江区,泖港镇,黄桥村,121.179149,30.951093
上海市,松江区,泖港镇,茹塘村,121.116209,30.938388
上海市,松江区,泖港镇,兴旺村,121.137024,30.953686
上海市,松江区,泖港镇,腰泾村,121.186594,30.935031
上海市,松江区,泖港镇,范家村,121.196488,30.95033
上海市,松江区,泖港镇,新龚村,121.220312,30.933384
上海市,松江区,叶榭镇,同建村,121.327084,30.925659
上海市,松江区,泖港镇,田黄村,121.155609,30.943604
上海市,松江区,叶榭镇,堰泾村,121.336286,30.969455
上海市,松江区,叶榭镇,兴达村,121.341095,30.955143
上海市,松江区,叶榭镇,金家村,121.279032,30.930099
上海市,松江区,叶榭镇,团结村,121.321201,30.953181
上海市,松江区,石湖荡镇,新姚村,121.137638,30.995119
上海市,松江区,石湖荡镇,东夏村,121.141643,30.979463
上海市,松江区,新浜镇,新浜村,121.073665,30.931023
上海市,松江区,石湖荡镇,新源村,121.122734,30.98128
上海市,松江区,新浜镇,许家草村,121.058735,30.941929
上海市,松江区,新浜镇,林建村,121.046428,30.93977
上海市,松江区,新浜镇,陈堵村,121.048633,30.920909
上海市,松江区,新浜镇,赵王村,121.057307,30.920447
上海市,松江区,新浜镇,香塘村,121.094822,30.921983
上海市,松江区,新浜镇,胡家埭,121.098122,30.941568
上海市,松江区,新浜镇,文华村,121.110483,30.942835
上海市,松江区,新浜镇,鲁星村,121.097285,30.959841
上海市,松江区,新浜镇,黄家埭,121.072782,30.949608
上海市,青浦区,朱家角镇,周荡村,121.064543,31.154689
上海市,松江区,新浜镇,南杨村,121.058817,30.954031
上海市,青浦区,朱家角镇,横江村,121.070011,31.123184
上海市,青浦区,朱家角镇,先锋村,121.056842,31.066672
上海市,青浦区,朱家角镇,山海桥村,121.070366,31.146029
上海市,青浦区,朱家角镇,沈巷村,121.067247,31.081288
上海市,青浦区,朱家角镇,安庄村,121.03287,31.076665
上海市,青浦区,朱家角镇,张马村,121.091342,31.049204
上海市,青浦区,朱家角镇,新胜村,121.099335,31.082576
上海市,青浦区,朱家角镇,建新村,121.108326,31.068624
上海市,青浦区,朱家角镇,李庄村,121.08619,31.054294
上海市,青浦区,朱家角镇,王金村,121.121454,31.077215
上海市,青浦区,朱家角镇,张巷村,121.072825,31.082387
上海市,青浦区,朱家角镇,林家村,121.086884,31.095625
上海市,青浦区,徐泾镇,金云村,121.277713,31.150563
上海市,青浦区,徐泾镇,陆家角村,121.253062,31.183639
上海市,青浦区,徐泾镇,前明村,121.27093,31.161796
上海市,青浦区,徐泾镇,迮庵村,121.264971,31.178851
上海市,青浦区,徐泾镇,联民村,121.270599,31.166464
上海市,青浦区,徐泾镇,宅东村,121.296491,31.176607
上海市,青浦区,徐泾镇,蟠龙村,121.282,31.194771
上海市,青浦区,赵巷镇,新镇居委,121.047119,30.750254
上海市,青浦区,徐泾镇,金联村,121.267252,31.196311
上海市,青浦区,赵巷镇,崧泽村,121.172842,31.147825
上海市,青浦区,赵巷镇,和睦村,121.2463,31.163478
上海市,青浦区,赵巷镇,方夏村,121.221991,31.154849
上海市,青浦区,白鹤镇,胜新村,121.178477,31.127001
上海市,青浦区,华新镇,马阳村,121.205652,31.254045
上海市,青浦区,华新镇,淮海村,121.209846,31.244871
上海市,青浦区,华新镇,陆象村,121.229891,31.253577
上海市,青浦区,华新镇,凌家村,121.241491,31.251453
上海市,青浦区,华新镇,华益村,121.244985,31.258013
上海市,青浦区,华新镇,新谊村,121.23309,31.231531
上海市,青浦区,华新镇,秀龙村,121.258567,31.232411
上海市,青浦区,华新镇,坚强村,121.239103,31.195774
上海市,青浦区,华新镇,北新村,121.245111,31.218567
上海市,青浦区,华新镇,郏店村,121.19324,31.183728
上海市,松江区,新桥镇,场西居委会,121.347211,31.09028
上海市,青浦区,重固镇,回龙村,121.176696,31.216075
上海市,青浦区,重固镇,中新村,121.196722,31.221401
上海市,青浦区,重固镇,郏店村,121.19324,31.183728
上海市,青浦区,重固镇,新丰村,121.181853,31.233416
上海市,青浦区,重固镇,章堰村,121.166659,31.223819
上海市,青浦区,白鹤镇,塘湾村,121.17499,31.252199
上海市,青浦区,白鹤镇,金巷村,121.149703,31.264801
上海市,青浦区,白鹤镇,朱浦村,121.137782,31.271161
上海市,青浦区,白鹤镇,杜村村,121.119956,31.234224
上海市,青浦区,重固镇,新姚村,121.557878,30.744484
上海市,青浦区,白鹤镇,青龙村,121.183233,31.245574
上海市,青浦区,白鹤镇,新江村,121.122552,31.288102
上海市,青浦区,白鹤镇,赵屯村,121.086175,31.267413
上海市,青浦区,白鹤镇,沈联村,121.142653,31.244722
上海市,青浦区,白鹤镇,五里村,121.096604,31.274959
上海市,青浦区,白鹤镇,响新村,121.117319,31.261963
上海市,青浦区,白鹤镇,江南村,121.075854,31.257219
上海市,青浦区,白鹤镇,万狮村,121.094636,31.293393
上海市,青浦区,练塘镇,金姚村,121.557878,30.744484
上海市,青浦区,白鹤镇,太平村,121.076578,31.234711
上海市,青浦区,金泽镇,金姚村,120.928508,31.069602
上海市,青浦区,金泽镇,徐李村,120.937512,31.02686
上海市,青浦区,金泽镇,新池村,120.919445,31.025426
上海市,青浦区,金泽镇,西岑村,120.967505,31.077552
上海市,青浦区,金泽镇,淀湖村,120.951503,31.079105
上海市,青浦区,金泽镇,岑卜村,120.949015,31.06539
上海市,青浦区,金泽镇,三塘村,120.972649,31.089272
上海市,青浦区,金泽镇,河祝村,120.997842,31.085405
上海市,青浦区,金泽镇,育田村,120.973205,31.071534
上海市,青浦区,金泽镇,任屯村,120.980452,31.051985
上海市,青浦区,金泽镇,田山庄村,120.961301,31.057935
上海市,青浦区,金泽镇,钱盛村,120.990281,31.030522
上海市,青浦区,金泽镇,新港村,121.036627,31.065302
上海市,青浦区,金泽镇,莲湖村,121.009105,31.064915
上海市,青浦区,金泽镇,爱国村,121.00837,31.046458
上海市,青浦区,金泽镇,淀西村,120.936304,31.132059
上海市,青浦区,金泽镇,南新村,120.881118,31.113143
上海市,青浦区,金泽镇,王港村,120.91575,31.125431
上海市,青浦区,金泽镇,双祥村,120.897858,31.13039
上海市,青浦区,金泽镇,沙港村,120.886904,31.125318
上海市,青浦区,香花桥街道,东方村,121.076838,31.223673
上海市,青浦区,香花桥街道,大联村,121.087834,31.228627
上海市,青浦区,香花桥街道,新桥村,121.098595,31.216659
上海市,青浦区,香花桥街道,爱星村,121.103155,31.223195
上海市,青浦区,香花桥街道,泾阳村,121.142632,31.217585
上海市,青浦区,香花桥街道,贺桥村,121.110838,31.16786
上海市,青浦区,盈浦街道,贺桥村,121.110838,31.16786
上海市,青浦区,盈浦街道,南横村,121.094791,31.143631
上海市,青浦区,盈浦街道,天恩桥村,121.086745,31.160706
上海市,青浦区,盈浦街道,南厍村,121.08545,31.183202
上海市,青浦区,夏阳街道,塔湾村,121.122946,31.140713
上海市,青浦区,夏阳街道,塘郁村,121.132089,31.133331
上海市,青浦区,夏阳街道,新阳村,121.166134,31.115811
上海市,青浦区,夏阳街道,金家村,121.119983,31.127889
上海市,青浦区,夏阳街道,枫泾村,121.141939,31.120941
上海市,青浦区,夏阳街道,太来村,121.111002,31.119856
上海市,青浦区,夏阳街道,王仙村,121.15263,31.110975
上海市,奉贤区,南桥镇,六墩村,121.47948,30.904232
上海市,奉贤区,南桥镇,沈陆村,121.459975,30.900886
上海市,奉贤区,南桥镇,曙光村,121.497491,30.909941
上海市,奉贤区,南桥镇,江海村,121.439114,30.896221
上海市,奉贤区,南桥镇,华严村,121.433082,30.926697
上海市,奉贤区,南桥镇,张翁庙村,121.451065,30.940636
上海市,奉贤区,南桥镇,杨王村,121.507928,30.901671
上海市,奉贤区,南桥镇,庙泾村,121.502017,30.926089
上海市,奉贤区,南桥镇,光明村,121.511689,30.922036
上海市,奉贤区,奉浦社区,树园村,121.475942,30.929975
上海市,奉贤区,奉浦社区,九华村,121.473936,30.925199
上海市,奉贤区,奉浦社区,公谊村,121.453013,30.937398
上海市,奉贤区,奉浦社区,程河浜村,121.452741,30.969463
上海市,奉贤区,奉浦社区,肖塘村,121.452741,30.969463
上海市,奉贤区,庄行镇,吕桥村,121.400021,30.916456
上海市,奉贤区,庄行镇,新华村,121.391479,30.905698
上海市,奉贤区,奉浦社区,韩村村,121.453013,30.937398
上海市,奉贤区,庄行镇,长浜村,121.372871,30.914304
上海市,奉贤区,庄行镇,长堤村,121.415894,30.901848
上海市,奉贤区,庄行镇,东风村,121.39978,30.900521
上海市,奉贤区,庄行镇,潘垫村,121.404244,30.881535
上海市,奉贤区,金汇镇,陈家村,121.501021,30.962042
上海市,奉贤区,庄行镇,芦泾村,121.398674,30.925682
上海市,奉贤区,金汇镇,新强村,121.531607,30.980934
上海市,奉贤区,庄行镇,杨楼村,121.367333,30.90567
上海市,奉贤区,金汇镇,光辉村,121.566696,30.995599
上海市,奉贤区,金汇镇,明星村,121.547547,30.990383
上海市,奉贤区,金汇镇,北丁村,121.575825,30.963209
上海市,奉贤区,金汇镇,南陈村,121.554163,30.974137
上海市,奉贤区,金汇镇,梁典村,121.604562,30.969573
上海市,奉贤区,金汇镇,梅园村,121.603551,30.996276
上海市,奉贤区,金汇镇,资福村,121.610007,30.972357
上海市,奉贤区,金汇镇,周家村,121.605391,30.993286
上海市,奉贤区,金汇镇,墩头村,121.623289,30.986375
上海市,奉贤区,金汇镇,南行村,121.516792,30.979601
上海市,奉贤区,金汇镇,龙潭村,121.50148,30.944743
上海市,奉贤区,金汇镇,齐贤村,121.512736,30.95302
上海市,奉贤区,金汇镇,陈谊村,121.472353,30.968579
上海市,奉贤区,金汇镇,石家村,121.507937,30.934337
上海市,奉贤区,金汇镇,三长村,121.498355,30.950732
上海市,奉贤区,金汇镇,韩树村,121.483003,30.942994
上海市,奉贤区,金汇镇,金星村,121.512632,30.99433
上海市,奉贤区,金汇镇,百曲村,121.524346,30.963754
上海市,奉贤区,金汇镇,乐善村,121.581965,30.9785
上海市,奉贤区,奉城镇,高桥村,121.638075,30.920797
上海市,奉贤区,金汇镇,行前村,121.531614,30.941395
上海市,奉贤区,金汇镇,白沙村,121.534133,30.950717
上海市,奉贤区,奉城镇,陈桥村,121.619831,30.93217
上海市,奉贤区,奉城镇,八字村,121.647853,30.942316
上海市,奉贤区,奉城镇,东门村,121.666241,30.920938
上海市,奉贤区,奉城镇,久茂村,121.665787,30.897174
上海市,奉贤区,奉城镇,城东村,121.661587,30.920143
上海市,奉贤区,奉城镇,路口村,121.623074,30.940186
上海市,奉贤区,奉城镇,北门村,121.651275,30.931349
上海市,奉贤区,奉城镇,奉城村,121.651091,30.922265
上海市,奉贤区,奉城镇,白衣聚村,121.669543,30.928848
上海市,奉贤区,奉城镇,洪庙村,121.683529,30.935466
上海市,奉贤区,奉城镇,洪南村,121.680494,30.928234
上海市,奉贤区,奉城镇,洪东村,121.697168,30.945204
上海市,奉贤区,奉城镇,洪西村,121.677749,30.933187
上海市,奉贤区,奉城镇,朱新村,121.695624,30.909921
上海市,奉贤区,奉城镇,永民村,121.653385,30.901675
上海市,奉贤区,奉城镇,协新村,121.677326,30.905005
上海市,奉贤区,奉城镇,镇北村,121.69132,30.908859
上海市,奉贤区,奉城镇,护民村,121.64218,30.897583
上海市,奉贤区,奉城镇,集贤村,121.704101,30.921615
上海市,奉贤区,奉城镇,大门村,121.617125,30.899777
上海市,奉贤区,奉城镇,卫季村,121.612329,30.910019
上海市,奉贤区,奉城镇,朱墩村,121.603615,30.903935
上海市,奉贤区,奉城镇,陆家桥,121.553631,30.873938
上海市,奉贤区,奉城镇,盐行村,121.596972,30.896184
上海市,奉贤区,奉城镇,红旗村,121.648181,30.947756
上海市,奉贤区,奉城镇,幸福村,121.659855,30.939681
上海市,奉贤区,奉城镇,冯家村,121.647386,30.961264
上海市,奉贤区,奉城镇,戴家村,121.660048,30.953053
上海市,奉贤区,奉城镇,分水墩,121.668785,30.957849
上海市,奉贤区,奉城镇,二桥村,121.660489,30.964796
上海市,奉贤区,奉城镇,南宋村,121.670059,30.968331
上海市,奉贤区,奉城镇,东新市,121.658073,30.983282
上海市,奉贤区,奉城镇,蔡家桥,121.6512,30.980229
上海市,奉贤区,奉城镇,北宋村,121.679018,30.983283
上海市,奉贤区,四团镇,新桥村,121.731778,30.958513
上海市,奉贤区,四团镇,四团村,121.718678,30.947455
上海市,奉贤区,四团镇,十村村,121.729742,30.944573
上海市,奉贤区,四团镇,大桥村,121.718327,30.961794
上海市,奉贤区,四团镇,长堰村,121.695588,30.959837
上海市,奉贤区,四团镇,渔墩村,121.745255,30.952764
上海市,奉贤区,四团镇,三坎村,121.733311,30.93543
上海市,奉贤区,四团镇,夏家村,121.730899,30.971624
上海市,奉贤区,四团镇,团南村,121.723588,30.946527
上海市,奉贤区,四团镇,小荡村,121.710487,30.983694
上海市,奉贤区,四团镇,渔洋村,121.758536,30.931257
上海市,奉贤区,四团镇,杨家宅村,121.768407,30.917619
上海市,奉贤区,四团镇,镇西村,121.719137,30.953109
上海市,奉贤区,四团镇,龙尖村,121.737502,30.904997
上海市,奉贤区,四团镇,横桥村,121.782536,30.926493
上海市,奉贤区,四团镇,向阳村,121.741264,30.927547
上海市,奉贤区,四团镇,五四村,121.726154,30.917461
上海市,奉贤区,海港开发区,邵靴村,121.77657,30.901705
上海市,奉贤区,海港开发区,红庄村,121.73215,30.903602
上海市,奉贤区,海港开发区,平南村,121.750412,30.895083
上海市,奉贤区,海港开发区,民福村,121.713306,30.89562
上海市,奉贤区,海港开发区,农展村,121.708811,30.90949
上海市,奉贤区,柘林镇,临海村,121.426192,30.836489
上海市,奉贤区,柘林镇,华亭村,121.48325,30.856386
上海市,奉贤区,柘林镇,营房村,121.502395,30.840543
上海市,奉贤区,柘林镇,冯桥村,121.477034,30.827442
上海市,奉贤区,柘林镇,夹路村,121.507328,30.840464
上海市,奉贤区,柘林镇,目华小区,121.476168,30.834753
上海市,奉贤区,柘林镇,柘林村,121.492811,30.845397
上海市,奉贤区,柘林镇,渔业村,121.490152,30.836342
上海市,奉贤区,柘林镇,海畔家园,121.474472,30.831851
上海市,奉贤区,柘林镇,金海村,121.507953,30.877571
上海市,奉贤区,柘林镇,新寺村,121.465198,30.868475
上海市,奉贤区,柘林镇,新塘村,121.48318,30.880303
上海市,奉贤区,柘林镇,海湾村,121.516656,30.863077
上海市,奉贤区,柘林镇,南胜村,121.491874,30.867073
上海市,奉贤区,柘林镇,法华村,121.431607,30.875138
上海市,奉贤区,柘林镇,三桥村,121.446066,30.862761
上海市,奉贤区,柘林镇,兴园村,121.397234,30.841588
上海市,奉贤区,柘林镇,迎龙村,121.42246,30.855124
上海市,奉贤区,柘林镇,王家圩,121.400371,30.854195
上海市,奉贤区,柘林镇,胡桥村,121.438731,30.843034
上海市,奉贤区,青村镇,李窑村,121.59936,30.922675
上海市,奉贤区,青村镇,姚家村,121.585978,30.923134
上海市,奉贤区,青村镇,北唐村,121.581861,30.934366
上海市,奉贤区,青村镇,西吴村,121.587533,30.946816
上海市,奉贤区,青村镇,钟家村,121.569765,30.927286
上海市,奉贤区,青村镇,朱店村,121.560655,30.925925
上海市,奉贤区,青村镇,和中村,121.558747,30.940928
上海市,奉贤区,青村镇,陶宅村,121.55859,30.954423
上海市,奉贤区,青村镇,岳和村,121.5764,30.937369
上海市,奉贤区,青村镇,工农村,121.543057,30.917962
上海市,奉贤区,青村镇,湾张村,121.536684,30.926285
上海市,奉贤区,青村镇,张弄村,121.528976,30.913316
上海市,奉贤区,青村镇,钱忠村,121.553199,30.888231
上海市,奉贤区,青村镇,解放村,121.531744,30.908972
上海市,奉贤区,青村镇,元通村,121.555229,30.900536
上海市,奉贤区,青村镇,金王村,121.546846,30.884246
上海市,奉贤区,青村镇,花角村,121.526916,30.880351
上海市,奉贤区,青村镇,吴房村,121.541649,30.898482
上海市,奉贤区,青村镇,桃园村,121.575195,30.881881
上海市,奉贤区,青村镇,南星村,121.550963,30.873107
上海市,奉贤区,青村镇,新张村,121.537434,30.883182
上海市,奉贤区,青村镇,申隆一村,121.583363,30.894392
上海市,奉贤区,青村镇,申隆二村,121.571612,30.894991
上海市,浦东新区,唐镇,吕三村,121.648444,31.222081
上海市,奉贤区,青村镇,石海村,121.53213,30.871369
上海市,浦东新区,唐镇,唐四村,121.667689,31.22102
上海市,浦东新区,唐镇,民丰村,121.648616,31.214213
上海市,浦东新区,唐镇,前进村,121.648552,31.214167
上海市,浦东新区,唐镇,机口村,121.667764,31.221193
上海市,浦东新区,唐镇,大众村,121.609519,31.206677
上海市,浦东新区,唐镇,唐镇村,121.657245,31.205159
上海市,浦东新区,康桥镇,沔青村,121.643439,31.156403
上海市,浦东新区,唐镇,新镇村,121.648515,31.221847
上海市,浦东新区,康桥镇,石门村,121.641376,31.136738
上海市,浦东新区,康桥镇,火箭村,121.614989,31.145129
上海市,浦东新区,康桥镇,怡园村,121.624074,31.12386
上海市,浦东新区,康桥镇,沿南村,121.60562,31.138642
上海市,浦东新区,康桥镇,人南村,121.633576,31.145293
上海市,浦东新区,康桥镇,人西村,121.63465,31.151015
上海市,浦东新区,康桥镇,汤巷村,121.610594,31.144565
上海市,浦东新区,康桥镇,叠桥村,121.622829,31.13385
上海市,浦东新区,康桥镇,新苗村,121.643903,31.127716
上海市,浦东新区,康桥镇,沿北村,121.608679,31.145197
上海市,浦东新区,康桥镇,太平村,121.560022,31.129384
上海市,浦东新区,宣桥镇,宣桥村,121.706114,31.024736
上海市,浦东新区,宣桥镇,腰路村,121.700609,31.080771
